Book Author,Book Name,Book URL,Chapter Name,Chapter Number,Page,Paragraph,Text,Topic
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,54,165,"Running the example ﬁrst prints the deﬁned two-dimensional array, then the scalar, then the result of the addition with the value 2 added to each value in the array. [[1 2 3] [1 2 3]] 2 [[3 4 5] [3 4 5]] Listing 6.4: Results from broadcasting a scalar to a two-dimensional array in NumPy.",Vector L2 Norm
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,54,166,"A one-dimensional array can be used in arithmetic with a two-dimensional array. For example, we can imagine a two-dimensional array A with 2 rows and 3 columns added to a one-dimensional array b with 3 values.",Vector L2 Norm
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,55,167,"The one-dimensional array is broadcast across each row of the two-dimensional array by creating a second copy to result in a new two-dimensional array B. B = b1,1 b1,2 b1,3 b2,1 b2,2 b2,3  (6.7) The two two-dimensional arrays can then be added directly.",Extensions
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,55,168,"C = A + B (6.8) C = a1,1 + b1,1 a1,2 + b1,2 a1,3 + b1,3 a2,1 + b2,1 a2,2 + b2,2 a2,3 + b2,3  (6.9) The example below demonstrates this in NumPy.",Extensions
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,55,169,"# broadcast one-dimensional array to two-dimensional array from numpy import array # define two-dimensional array A = array([ [1, 2, 3], [1, 2, 3]]) print(A) # define one-dimensional array b = array([1, 2, 3]) print(b) # broadcast C = A + b print(C) Listing 6.5: Example of broadcasting a one-dimensional array to a two-dimensional array in NumPy.",Extensions
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,55,170,"Running the example ﬁrst prints the deﬁned two-dimensional array, then the deﬁned one- dimensional array, followed by the result C where in eﬀect each value in the two-dimensional array is doubled.",Extensions
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,55,171,"Listing 6.6: Results from broadcasting a one-dimensional to a two-dimensional array in NumPy. Broadcasting is a handy shortcut that proves very useful in practice when working with NumPy arrays. That being said, it does not work for all cases, and in fact imposes a strict rule that must be satisﬁed for broadcasting to be performed. Arithmetic, including broadcasting, can only be performed when the shape of each dimension in the arrays are equal or one has the dimension size of 1. The dimensions are considered in reverse order, starting with the trailing dimension; for example, looking at columns before rows in a two-dimensional case.",Extensions
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,56,172,"This make more sense when we consider that NumPy will in eﬀect pad missing dimensions with a size of 1 when comparing arrays. Therefore, the comparison between a two-dimensional array A with 2 rows and 3 columns and a vector b with 3 elements: A.shape = (2 x 3) b.shape = (3) In eﬀect, this becomes a comparison between: A.shape = (2 x 3) b.shape = (1 x 3) This same notion applies to the comparison between a scalar that is treated as an array with the required number of dimensions: A.shape = (2 x 3) b.shape = (1) This becomes a comparison between: A.shape = (2 x 3) b.shape = (1 x 1) When the comparison fails, the broadcast cannot be performed, and an error is raised.",Summary
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,56,173,The example below attempts to broadcast a two-element array to a 2 × 3 array. This comparison is in eﬀect: A.shape = (2 x 3) b.shape = (1 x 2) We can see that the last dimensions (columns) do not match and we would expect the broadcast to fail. The example below demonstrates this in NumPy.,Summary
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,56,174,C = A + b print(C) Listing 6.7: Example of broadcasting error in NumPy.,Summary
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,56,175,"Running the example ﬁrst prints the shapes of the arrays then raises an error when attempting to broadcast, as we expected. (2, 3) (2,) ValueError: operands could not be broadcast together with shapes (2,3) (2,) Listing 6.8: Example output of a broadcast error.",Summary
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,57,176,This section lists some ideas for extending the tutorial that you may wish to explore.  Create three new and diﬀerent examples of broadcasting with NumPy arrays.  Implement your own broadcasting function for manually broadcasting in one and two- dimensional cases.,Matrices and Matrix Arithmetic
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,57,177," Benchmark NumPy broadcasting and your own custom broadcasting functions with one and two dimensional cases with very large arrays. If you explore any of these extensions, I’d love to know.",Matrices and Matrix Arithmetic
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,57,178,"This section provides more resources on the topic if you are looking to go deeper. 6.7.1 Books  Chapter 2, Deep Learning, 2016.",Matrices and Matrix Arithmetic
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Vector Norms,6,57,179," Broadcasting, NumPy API, SciPy.org.  Broadcasting semantics in TensorFlow.  Array Broadcasting in NumPy, EricsBroadcastingDoc.",Matrices and Matrix Arithmetic
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,58,180," Broadcasting arrays in NumPy, 2015.  Broadcasting in Octave. In this tutorial, you discovered the concept of array broadcasting and how to implement in NumPy. Speciﬁcally, you learned:  The problem of arithmetic with arrays with diﬀerent sizes.",Deﬁning a Matrix
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,58,181," The solution of broadcasting and common examples in one and two dimensions.  The rule of array broadcasting and when broadcasting fails. 6.8.1 Next This is the end of this part, in the next part you will discover vectors and matrices, the main data structures used in linear algebra.",Deﬁning a Matrix
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,60,182,"Vectors are a foundational element of linear algebra. Vectors are used throughout the ﬁeld of machine learning in the description of algorithms and processes such as the target variable (y) when training an algorithm. In this tutorial, you will discover linear algebra vectors for machine learning. After completing this tutorial, you will know:  What a vector is and how to deﬁne one in Python with NumPy.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,60,183," How to perform vector arithmetic such as addition, subtraction, multiplication and division.  How to perform additional operations such as dot product and multiplication with a scalar. Let’s get started.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,60,184,"This tutorial is divided into 5 parts; they are: A vector is a tuple of one or more values called scalars. Vectors are built from components, which are ordinary numbers. You can think of a vector as a list of numbers, and vector algebra as operations performed on the numbers in the list.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,61,185,"— Page 69, No Bullshit Guide To Linear Algebra, 2017. 44 Vectors are often represented using a lowercase character such as v; for example: v = (v1, v2, v3) (7.1) Where v1, v2, v3 are scalar values, often real values.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,61,186,"Vectors are also shown using a vertical representation or a column; for example: v =   v1 v2 v3   (7.2) It is common to represent the target variable as a vector with the lowercase y when describing the training of a machine learning algorithm. It is common to introduce vectors using a geometric analogy, where a vector represents a point or coordinate in an n-dimensional space, where n is the number of dimensions, such as 2. The vector can also be thought of as a line from the origin of the vector space with a direction and a magnitude.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,61,187,"These analogies are good as a starting point, but should not be held too tightly as we often consider very high dimensional vectors in machine learning. I ﬁnd the vector-as-coordinate the most compelling analogy in machine learning. Now that we know what a vector is, let’s look at how to deﬁne a vector in Python.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,61,188,"We can represent a vector in Python as a NumPy array. A NumPy array can be created from a list of numbers. For example, below we deﬁne a vector with the length of 3 and the integer values 1, 2 and 3.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,61,189,"v = array([1, 2, 3]) print(v) Listing 7.1: Example of deﬁning a vector.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,61,190,The example deﬁnes a vector with 3 elements. Running the example prints the deﬁned vector. [1 2 3] Listing 7.2: Sample output from deﬁning a vector.,Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,62,191,"In this section will demonstrate simple vector-vector arithmetic, where all operations are performed element-wise between two vectors of equal length to result in a new vector with the same length 7.4.1 Vector Addition Two vectors of equal length can be added together to create a new third vector.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,62,192,"c = a + b (7.3) The new vector has the same length as the other two vectors. Each element of the new vector is calculated as the addition of the elements of the other vectors at the same index; for example: c = (a1 + b1, a2 + b2, a3 + b3) (7.4) Or, put another way: c[0] = a[0] + b[0] c[1] = a[1] + b[1] c[2] = a[2] + b[2] (7.5) We can add vectors directly in Python by adding NumPy arrays.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,62,193,"a = array([1, 2, 3]) print(a) # define second vector b = array([1, 2, 3]) print(b) # add vectors c = a + b print(c) Listing 7.3: Example of vector addition.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,62,194,"The example deﬁnes two vectors with three elements each, then adds them together. Running the example ﬁrst prints the two parent vectors then prints a new vector that is the addition of the two vectors.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,62,195,Listing 7.4: Sample output from vector addition. 7.4.2 Vector Subtraction One vector can be subtracted from another vector of equal length to create a new third vector.,Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,63,196,"As with addition, the new vector has the same length as the parent vectors and each element of the new vector is calculated as the subtraction of the elements at the same indices. c = (a1 −b1, a2 −b2, a3 −b3) (7.7) Or, put another way: c[0] = a[0] −b[0] c[1] = a[1] −b[1] c[2] = a[2] −b[2] (7.8) The NumPy arrays can be directly subtracted in Python.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,63,197,"a = array([1, 2, 3]) print(a) # define second vector b = array([0.5, 0.5, 0.5]) print(b) # subtract vectors c = a - b print(c) Listing 7.5: Example of vector subtraction.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,63,198,"The example deﬁnes two vectors with three elements each, then subtracts the ﬁrst from the second. Running the example ﬁrst prints the two parent vectors then prints the new vector that is the ﬁrst minus the second.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,63,199,Listing 7.6: Sample output from vector subtraction. 7.4.3 Vector Multiplication Two vectors of equal length can be multiplied together.,Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,63,200,"c = a × b (7.9) As with addition and subtraction, this operation is performed element-wise to result in a new vector of the same length.",Matrix-Matrix Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,64,201,"c = (a1 × b1, a2 × b2, a3 × b3) (7.10) or c = (a1b1, a2b2, a3b3) (7.11) Or, put another way: c[0] = a[0] × b[0] c[1] = a[1] × b[1] c[2] = a[2] × b[2] (7.12) We can perform this operation directly in NumPy.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,64,202,"a = array([1, 2, 3]) print(a) # define second vector b = array([1, 2, 3]) print(b) # multiply vectors c = a * b print(c) Listing 7.7: Example of vector multiplication.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,64,203,"The example deﬁnes two vectors with three elements each, then multiplies the vectors together. Running the example ﬁrst prints the two parent vectors, then the new vector is printed. [1 2 3] [1 2 3] [1 4 9] Listing 7.8: Sample output from vector multiplication.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,64,204,"Two vectors of equal length can be divided. c = a b (7.13) As with other arithmetic operations, this operation is performed element-wise to result in a new vector of the same length.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,65,205,"We can perform this operation directly in NumPy. # vector division from numpy import array # define first vector a = array([1, 2, 3]) print(a) # define second vector b = array([1, 2, 3]) print(b) # divide vectors c = a / b print(c) Listing 7.9: Example of vector division.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,65,206,"The example deﬁnes two vectors with three elements each, then divides the ﬁrst by the second. Running the example ﬁrst prints the two parent vectors, followed by the result of the vector division.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,65,207,"Listing 7.10: Sample output from vector division. We can calculate the sum of the multiplied elements of two vectors of the same length to give a scalar. This is called the dot product, named because of the dot operator used when describing the operation.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,65,208,"The dot product is the key tool for calculating vector projections, vector decomposi- tions, and determining orthogonality. The name dot product comes from the symbol used to denote it.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,65,209,"— Page 110, No Bullshit Guide To Linear Algebra, 2017. c = a · b (7.16) The operation can be used in machine learning to calculate the weighted sum of a vector.",Matrix-Vector Multiplication
Jason Brownlee,Basics of Linear Algebra for Machine Learning,https://github.com/aridiosilva/AI_Books/blob/0031e6b388b99a8c0b02330a819df8c58204be29/Book%20-%20Math%20for%20AI%20-%20Basics%20of%20Linear%20Algebra%20for%20Machine%20Learning%20(Examples%20in%20Python%20Code)%20212%20Pages%20%C2%B7%202017%20%20(GOOD).pdf,Matrices and Matrix Arithmetic,7,65,210,The dot product is calculated as follows: c = (a1 × b1 + a2 × b2 + a3 × b3) (7.17) or c = (a1b1 + a2b2 + a3b3) (7.18) We can calculate the dot product between two vectors in Python using the dot() function on a NumPy array.,Matrix-Vector Multiplication
